18:48:47.547138 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3259805872, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547148 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [S], seq 3219918883, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547147 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [S], seq 4190752465, win 64240, options [mss 1460,sackOK,TS val 3698299933 ecr 0,nop,wscale 7], length 0

18:48:47.547209 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [S.], seq 3992707473, ack 4190752466, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547242 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547251 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [S.], seq 1055433407, ack 3219918884, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547253 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [S.], seq 671683761, ack 3259805873, win 65160, options [mss 1460,sackOK,TS val 2726629858 ecr 3698299933,nop,wscale 7], length 0

18:48:47.547283 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547286 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 0

18:48:47.547287 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 1:60, ack 1, win 502, options [nop,nop,TS val 3698299933 ecr 2726629858], length 59

18:48:53.747930 IP amd256.utah.cloudlab.us.39858 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306133 ecr 2726636059], length 0

18:48:53.747945 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306133 ecr 2726635579], length 59

18:48:53.748069 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635579], length 59

18:48:53.748102 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39918: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636059 ecr 3698306133], length 123

18:48:53.748115 IP amd256.utah.cloudlab.us.39918 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636059], length 0

18:48:53.748205 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39904: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636059 ecr 3698306134], length 123

18:48:53.748227 IP amd256.utah.cloudlab.us.39904 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636059], length 0

18:48:53.748630 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635579], length 59

18:48:53.748667 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635579], length 59

18:48:53.748683 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635579], length 59

18:48:53.748684 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635579], length 59

18:48:53.748705 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635579], length 59

18:48:53.748766 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306134 ecr 2726635580], length 59

18:48:53.748804 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39864: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636059 ecr 3698306134], length 123

18:48:53.748817 IP amd256.utah.cloudlab.us.39864 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636059], length 0

18:48:53.748839 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39860: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306134], length 123

18:48:53.748843 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39876: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306134], length 123

18:48:53.748851 IP amd256.utah.cloudlab.us.39860 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636060], length 0

18:48:53.748853 IP amd256.utah.cloudlab.us.39876 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636060], length 0

18:48:53.748880 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39932: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306134], length 123

18:48:53.748893 IP amd256.utah.cloudlab.us.39932 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636060], length 0

18:48:53.748902 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39938: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306134], length 123

18:48:53.748915 IP amd256.utah.cloudlab.us.39938 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636060], length 0

18:48:53.748917 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39890: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306134], length 123

18:48:53.748929 IP amd256.utah.cloudlab.us.39890 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726636060], length 0

18:48:53.748978 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 768:827, ack 1600, win 502, options [nop,nop,TS val 3698306134 ecr 2726635581], length 59

18:48:53.749103 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39956: Flags [P.], seq 1600:1723, ack 827, win 509, options [nop,nop,TS val 2726636060 ecr 3698306134], length 123

18:48:53.749115 IP amd256.utah.cloudlab.us.39956 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306135 ecr 2726636060], length 0

18:48:53.749249 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306135 ecr 2726635580], length 59

18:48:53.749275 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 768:827, ack 1600, win 502, options [nop,nop,TS val 3698306135 ecr 2726635581], length 59

18:48:53.749361 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39940: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306135], length 123

18:48:53.749373 IP amd256.utah.cloudlab.us.39940 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306135 ecr 2726636060], length 0

18:48:53.749404 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39948: Flags [P.], seq 1600:1723, ack 827, win 509, options [nop,nop,TS val 2726636060 ecr 3698306135], length 123

18:48:53.749416 IP amd256.utah.cloudlab.us.39948 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306135 ecr 2726636060], length 0

18:48:53.749464 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 708:767, ack 1477, win 502, options [nop,nop,TS val 3698306135 ecr 2726635580], length 59

18:48:53.749579 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39946: Flags [P.], seq 1477:1600, ack 767, win 509, options [nop,nop,TS val 2726636060 ecr 3698306135], length 123

18:48:53.749591 IP amd256.utah.cloudlab.us.39946 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1600, win 502, options [nop,nop,TS val 3698306135 ecr 2726636060], length 0

18:48:53.749941 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 768:827, ack 1600, win 502, options [nop,nop,TS val 3698306135 ecr 2726635581], length 59

18:48:53.750163 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39950: Flags [P.], seq 1600:1723, ack 827, win 509, options [nop,nop,TS val 2726636061 ecr 3698306135], length 123

18:48:53.750176 IP amd256.utah.cloudlab.us.39950 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306136 ecr 2726636061], length 0

18:48:54.218403 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218409 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218411 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218430 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218448 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218650 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218740 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39658: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636529 ecr 3698306604], length 123

18:48:54.218754 IP amd256.utah.cloudlab.us.39658 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636529], length 0

18:48:54.218770 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.218801 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39562: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636529 ecr 3698306604], length 123

18:48:54.218817 IP amd256.utah.cloudlab.us.39562 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636529], length 0

18:48:54.218956 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636050], length 59

18:48:54.218964 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39618: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636529 ecr 3698306604], length 123

18:48:54.218965 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39606: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636529 ecr 3698306604], length 123

18:48:54.218970 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39706: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636529 ecr 3698306604], length 123

18:48:54.218973 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39590: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636529 ecr 3698306604], length 123

18:48:54.218986 IP amd256.utah.cloudlab.us.39618 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636529], length 0

18:48:54.218986 IP amd256.utah.cloudlab.us.39606 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636529], length 0

18:48:54.218994 IP amd256.utah.cloudlab.us.39590 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636529], length 0

18:48:54.218998 IP amd256.utah.cloudlab.us.39706 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636529], length 0

18:48:54.218998 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.219000 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.219009 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39666: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306604], length 123

18:48:54.219010 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306604 ecr 2726636049], length 59

18:48:54.219020 IP amd256.utah.cloudlab.us.39666 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306604 ecr 2726636530], length 0

18:48:54.219063 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306605 ecr 2726636050], length 59

18:48:54.219069 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306605 ecr 2726636049], length 59

18:48:54.219081 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39686: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306604], length 123

18:48:54.219092 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306605 ecr 2726636050], length 59

18:48:54.219094 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306605 ecr 2726636050], length 59

18:48:54.219099 IP amd256.utah.cloudlab.us.39686 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219118 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39710: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306604], length 123

18:48:54.219135 IP amd256.utah.cloudlab.us.39710 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219147 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39624: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306604], length 123

18:48:54.219160 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39574: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306604], length 123

18:48:54.219164 IP amd256.utah.cloudlab.us.39624 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219173 IP amd256.utah.cloudlab.us.39574 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219206 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39714: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306605], length 123

18:48:54.219218 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39682: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306605], length 123

18:48:54.219228 IP amd256.utah.cloudlab.us.39714 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219239 IP amd256.utah.cloudlab.us.39682 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219257 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39700: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306605], length 123

18:48:54.219263 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39644: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306605], length 123

18:48:54.219272 IP amd256.utah.cloudlab.us.39644 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219281 IP amd256.utah.cloudlab.us.39700 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.219375 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306605 ecr 2726636049], length 59

18:48:54.219553 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39634: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636530 ecr 3698306605], length 123

18:48:54.219579 IP amd256.utah.cloudlab.us.39634 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306605 ecr 2726636530], length 0

18:48:54.221950 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306607 ecr 2726636052], length 59

18:48:54.222115 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39716: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636533 ecr 3698306607], length 123

18:48:54.222136 IP amd256.utah.cloudlab.us.39716 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306608 ecr 2726636533], length 0

18:48:54.222161 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306608 ecr 2726636053], length 59

18:48:54.222211 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306608 ecr 2726636053], length 59

18:48:54.222326 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39736: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636533 ecr 3698306608], length 123

18:48:54.222348 IP amd256.utah.cloudlab.us.39736 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306608 ecr 2726636533], length 0

18:48:54.222378 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306608 ecr 2726636052], length 59

18:48:54.222383 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39718: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636533 ecr 3698306608], length 123

18:48:54.222404 IP amd256.utah.cloudlab.us.39718 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306608 ecr 2726636533], length 0

18:48:54.222860 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306608 ecr 2726636054], length 59

18:48:54.222899 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39722: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636533 ecr 3698306608], length 123

18:48:54.222912 IP amd256.utah.cloudlab.us.39722 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306608 ecr 2726636533], length 0

18:48:54.222937 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306608 ecr 2726636054], length 59

18:48:54.223047 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39784: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636534 ecr 3698306608], length 123

18:48:54.223059 IP amd256.utah.cloudlab.us.39784 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636534], length 0

18:48:54.223167 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39764: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636534 ecr 3698306608], length 123

18:48:54.223181 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306609 ecr 2726636054], length 59

18:48:54.223188 IP amd256.utah.cloudlab.us.39764 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636534], length 0

18:48:54.223218 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306609 ecr 2726636054], length 59

18:48:54.223326 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39770: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636534 ecr 3698306609], length 123

18:48:54.223347 IP amd256.utah.cloudlab.us.39770 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636534], length 0

18:48:54.223382 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306609 ecr 2726636053], length 59

18:48:54.223383 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39742: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636534 ecr 3698306609], length 123

18:48:54.223404 IP amd256.utah.cloudlab.us.39742 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636534], length 0

18:48:54.223411 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306609 ecr 2726636054], length 59

18:48:54.223519 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39748: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636534 ecr 3698306609], length 123

18:48:54.223542 IP amd256.utah.cloudlab.us.39748 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636534], length 0

18:48:54.223602 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39790: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636534 ecr 3698306609], length 123

18:48:54.223626 IP amd256.utah.cloudlab.us.39790 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636534], length 0

18:48:54.223712 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306609 ecr 2726636054], length 59

18:48:54.223843 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39794: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636535 ecr 3698306609], length 123

18:48:54.223863 IP amd256.utah.cloudlab.us.39794 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306609 ecr 2726636535], length 0

18:48:54.224193 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306610 ecr 2726636055], length 59

18:48:54.224207 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306610 ecr 2726636055], length 59

18:48:54.224309 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39812: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636535 ecr 3698306610], length 123

18:48:54.224319 IP amd256.utah.cloudlab.us.39820 > amd261.utah.cloudlab.us.8000: Flags [P.], seq 767:826, ack 1600, win 502, options [nop,nop,TS val 3698306610 ecr 2726636054], length 59

18:48:54.224322 IP amd256.utah.cloudlab.us.39812 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306610 ecr 2726636535], length 0

18:48:54.224340 IP amd261.utah.cloudlab.us.8000 > amd256.utah.cloudlab.us.39808: Flags [P.], seq 1600:1723, ack 826, win 509, options [nop,nop,TS val 2726636535 ecr 3698306610], length 123

18:48:54.224352 IP amd256.utah.cloudlab.us.39808 > amd261.utah.cloudlab.us.8000: Flags [.], ack 1723, win 502, options [nop,nop,TS val 3698306610 ecr 2726636535], length 0

